place,title,msg,price,per_meter,year,area,age,lat,lng,income,loc,place,平均值项:lat,平均值项:lng,平均值项:per_meter,,,,
招商中环华府,招商大三房近山姆会员店，南大智慧城,低楼层 (共17层) | 2018年建 | 3室2厅 | 117.93平米 | 南 北,860,"72,925",2018,117.93,4,31.31012691,121.396849,63491,2,,,,,,,,
招商海德名门,此房面积大，全明户型，三房两卫，适合一大家人居住.,高楼层 (共11层) | 2013年建 | 3室2厅 | 133.59平米 | 南 北,620,"46,411",2013,133.59,9,31.3970084,121.4260188,63491,2,,,,,,,,
招商海德名门,此房面积大，全明户型，三房两卫，适合一大家人居住.,高楼层 (共11层) | 2013年建 | 3室2厅 | 133.59平米 | 南 北,620,"46,411",2013,133.59,9,31.3970084,121.4260188,63491,2,,,,,,,,
招商海德名门,电梯房，大三房，南北通透，户型正气,中楼层 (共16层) | 2015年建 | 3室2厅 | 126.92平米 | 南 北,570,"44,911",2015,126.92,7,31.3970084,121.4260188,63491,2,,,,,,,,
招商海德名门,近地铁，户型正气 两卫 小区绿化面积高,中楼层 (共18层) | 2015年建 | 3室2厅 | 126.72平米 | 南,590,"46,560",2015,126.72,7,31.3970084,121.4260188,63491,2,,,,,,,,
招商花园城,精装修带地暖 小区完全人车分流 次新房 看房方便,中楼层 (共18层) | 2017年建 | 2室1厅 | 75.38平米 | 南 北,393,"52,136",2017,75.38,5,31.37572991,121.454438,63491,2,,,,,,,,
文华苑(宝山),三开间朝南 全明户型 满五年 业主诚心出售,高楼层 (共6层) | 1997年建 | 2室1厅 | 74.35平米 | 南,478,"64,291",1997,74.35,25,31.28413487,121.424369,63491,2,,,,,,,,
文华苑(宝山),白玉兰获奖房子，户型正气，配套齐全,高楼层 (共6层) | 1999年建 | 4室2厅 | 153.94平米 | 南 北,900,"58,465",1999,153.94,23,31.28413487,121.424369,63491,2,,,,,,,,
文华苑(宝山),全明大三房，次顶楼，视野好，采光好，满五。,高楼层 (共6层) | 2000年建 | 3室1厅 | 112平米 | 南 北,738,"65,893",2000,112,22,31.28413487,121.424369,63491,2,,,,,,,,
文华苑(宝山),新上好房，采光好全明户型；交通方便.,高楼层 (共6层) | 1998年建 | 1室1厅 | 53.01平米 | 南,325,"61,310",1998,53.01,24,31.28413487,121.424369,63491,2,,,,,,,,
文华苑(宝山),精装修/客厅有窗/视野好/不靠马路,高楼层 (共6层) | 1998年建 | 1室1厅 | 53.92平米 | 东 南 北,349,"64,726",1998,53.92,24,31.28413487,121.424369,63491,2,,,,,,,,
文宝苑,7、15号线顾村公园站，南北边套房，采光好，交通便利,低楼层 (共11层) | 2008年建 | 2室2厅 | 75.75平米 | 南 北,402,"53,070",2008,75.75,14,31.35309125,121.3746224,63491,2,,,,,,,,
文宝苑,顾村公园满wu，双轨交，华山医院三甲，正大龙湖,低楼层 (共11层) | 2008年建 | 2室1厅 | 76.76平米 | 南 北,385,"50,157",2008,76.76,14,31.35309125,121.3746224,63491,2,,,,,,,,
文宝苑,满五年，近地铁，双轨交，配套齐全，诚心出售,低楼层 (共10层) | 2008年建 | 2室1厅 | 76.52平米 | 南,398,"52,013",2008,76.52,14,31.35309125,121.3746224,63491,2,,,,,,,,
文宝苑,满五年税费低近地铁双轨交15号线7号线商场一桥之隔,低楼层 (共11层) | 2008年建 | 2室2厅 | 76.74平米 | 南 北,430,"56,034",2008,76.74,14,31.35309125,121.3746224,63491,2,,,,,,,,
文宝苑,满五年税费低近地铁双轨交15号线7号线商场一桥之隔,低楼层 (共11层) | 2008年建 | 2室2厅 | 76.74平米 | 南 北,430,"56,034",2008,76.74,14,31.35309125,121.3746224,63491,2,,,,,,,,
新城尚景,满五年，精装修，有院子，业主诚心出售,低楼层 (共16层) | 2006年建 | 4室2厅 | 127.06平米 | 南,790,"62,176",2006,127.06,16,31.34877139,121.488883,63491,2,,,,,,,,
新城尚景,此房满五，房屋空间大，低楼层，出行方便,低楼层 (共11层) | 2006年建 | 2室2厅 | 73.37平米 | 南,430,"58,608",2006,73.37,16,31.34877139,121.488883,63491,2,,,,,,,,
新天地荻泾花园,南北通透+花园景观位置+买进价高税费低,低楼层 (共7层) | 2010年建 | 2室2厅 | 90.03平米 | 南 北,400,"44,430",2010,90.03,12,31.22339912,121.4818339,63491,2,,,,,,,,
新天地荻泾花园,三期四房，带花园，满五税少，业主诚心出售，看房方便,低楼层 (共18层) | 2011年建 | 4室2厅 | 129.55平米 | 南,490,"37,824",2011,129.55,11,31.22339912,121.4818339,63491,2,,,,,,,,
新天地荻泾花园,楼层好，采光充足，小区位置佳，房龄新,中楼层 (共18层) | 2011年建 | 2室1厅 | 83.49平米 | 南,380,"45,515",2011,83.49,11,31.22339912,121.4818339,63491,2,,,,,,,,
新梅绿岛苑,新梅绿岛苑一楼带花园 满五年 个税免征 业主诚意出售,低楼层 (共18层) | 2007年建 | 3室2厅 | 106.18平米 | 南 北,668,"62,913",2007,106.18,15,22.6607078,121.4986047,63491,2,,,,,,,,
新梅绿岛苑,新梅绿岛苑一楼带花园 满五年 个税免征 业主诚意出售,低楼层 (共18层) | 2007年建 | 3室2厅 | 106.18平米 | 南 北,668,"62,913",2007,106.18,15,22.6607078,121.4986047,63491,2,,,,,,,,
新梅绿岛苑,新梅绿岛苑一楼带花园 满五年 个税免征 业主诚意出售,低楼层 (共18层) | 2007年建 | 3室2厅 | 106.18平米 | 南 北,668,"62,913",2007,106.18,15,22.6607078,121.4986047,63491,2,,,,,,,,
新梅绿岛苑,商品房 可核普宅 满五免个税 全天采光 距1号线850米,低楼层 (共18层) | 2007年建 | 1室2厅 | 67.6平米 | 南,425,"62,870",2007,67.6,15,22.6607078,121.4986047,63491,2,,,,,,,,
新顾村大家园A区,底价呈现+南北通两房+中间楼层+精装修,中楼层 (共6层) | 2004年建 | 2室2厅 | 93.57平米 | 南 北,395,"42,215",2004,93.57,18,31.36456019,121.4138204,63491,2,,,,,,,,
新顾村大家园A区,底价呈现+南北通两房+中间楼层+精装修,中楼层 (共6层) | 2004年建 | 2室2厅 | 93.57平米 | 南 北,395,"42,215",2004,93.57,18,31.36456019,121.4138204,63491,2,,,,,,,,
新顾村大家园A区,底价呈现+南北通两房+中间楼层+精装修,中楼层 (共6层) | 2004年建 | 2室2厅 | 93.57平米 | 南 北,395,"42,215",2004,93.57,18,31.36456019,121.4138204,63491,2,,,,,,,,
新顾村大家园B区,一手动迁，业主诚心出售，楼层便利,低楼层 (共6层) | 2005年建 | 3室2厅 | 116.98平米 | 南,460,"39,323",2005,116.98,17,31.36456019,121.4138204,63491,2,,,,,,,,
新顾村大家园C区,低价呈现！业主诚售，一手动迁税费少！小区花园位置！,高楼层 (共6层) | 2006年建 | 2室2厅 | 93.8平米 | 南 北,405,"43,177",2006,93.8,16,31.36456019,121.4138204,63491,2,,,,,,,,
新顾村大家园C区,温馨两居室 man五 业主诚心出售 随时看房,高楼层 (共6层) | 2006年建 | 2室1厅 | 76.48平米 | 南,328,"42,888",2006,76.48,16,31.36456019,121.4138204,63491,2,,,,,,,,
新顾村大家园C区,一手动迁 满wu 温馨小窝 两房全明户型,低楼层 (共6层) | 2006年建 | 2室2厅 | 76.48平米 | 南 北,335,"43,803",2006,76.48,16,31.36456019,121.4138204,63491,2,,,,,,,,
新顾村大家园C区,视野开阔，楼层好，全明户型，采光好，业主诚售,高楼层 (共6层) | 2006年建 | 2室2厅 | 93.8平米 | 南,411,"43,817",2006,93.8,16,31.36456019,121.4138204,63491,2,,,,,,,,
新顾村大家园C区,一改二，满五年，税费少，交通便利,低楼层 (共6层) | 2006年建 | 2室1厅 | 56.14平米 | 南 北,265,"47,204",2006,56.14,16,31.36456019,121.4138204,63491,2,,,,,,,,
新顾村大家园C区,此房满五年税少，标准南北通两居室，采光无遮挡近出口,低楼层 (共6层) | 2006年建 | 2室2厅 | 94.25平米 | 南 北,400,"42,441",2006,94.25,16,31.36456019,121.4138204,63491,2,,,,,,,,
新顾村大家园C区,新顾村大家园C区2房中楼层好房,中楼层 (共6层) | 2006年建 | 2室1厅 | 76.48平米 | 南,345,"45,110",2006,76.48,16,31.36456019,121.4138204,63491,2,,,,,,,,
新顾村大家园C区,一梯两户大三房，满五年，南北通，业主诚售,低楼层 (共6层) | 2006年建 | 3室2厅 | 130.71平米 | 南,530,"40,548",2006,130.71,16,31.36456019,121.4138204,63491,2,,,,,,,,
新顾村大家园C区,一手动迁，税费少，采光好，户型正气,高楼层 (共6层) | 2006年建 | 3室1厅 | 112.02平米 | 南 北,450,"40,172",2006,112.02,16,31.36456019,121.4138204,63491,2,,,,,,,,
旭辉依云湾,花园刚需 小两房，满五唯 一，税费少,低楼层 (共14层) | 2010年建 | 2室1厅 | 71.38平米 | 南,325,"45,531",2010,71.38,12,31.35509946,121.3951632,63491,2,,,,,,,,
昌鑫世纪园,全明户型，拎包入住，环境优美，买一得二（使用面积）,高楼层 (共6层) | 2002年建 | 4室2厅 | 163.35平米 | 南 北,888,"54,362",2002,163.35,20,31.33446289,121.458162,63491,2,,,,,,,,
昌鑫协和园,万达商圈，共康站，商品房复式，房源不沿街,高楼层 (共6层) | 2004年建 | 4室2厅 | 152平米 | 南 北,870,"57,237",2004,152,18,31.33250289,121.455666,63491,2,,,,,,,,
昌鑫协和园,视野开阔满五年无个税，价格可谈。带露台面积大,高楼层 (共6层) | 2004年建 | 3室2厅 | 145.17平米 | 南,875,"60,275",2004,145.17,18,31.33250289,121.455666,63491,2,,,,,,,,
昌鑫时代绿园,昌鑫时代绿园 3室3厅 南,高楼层 (共6层) | 2004年建 | 3室3厅 | 134.13平米 | 南,740,"55,171",2004,134.13,18,31.33455689,121.468602,63491,2,,,,,,,,
星福家园,此房本已经满五年了，不靠马路，诚心出售,高楼层 (共6层) | 2005年建 | 2室1厅 | 85.29平米 | 南 北,470,"55,107",2005,85.29,17,31.32007932,121.3806307,63491,2,,,,,,,,
春江美庐(公寓),单价低，采光好，生活配套齐全，交通便利，业主诚意售,低楼层 (共18层) | 2012年建 | 1室1厅 | 54.26平米 | 南,289,"53,263",2012,54.26,10,31.27578593,121.3208675,63491,2,,,,,,,,
春江美庐(公寓),精装两房 全明户型 视野开阔 满五年 看房方便,高楼层 (共18层) | 2012年建 | 2室1厅 | 82.69平米 | 南 北,418,"50,551",2012,82.69,10,31.27578593,121.3208675,63491,2,,,,,,,,
春江美庐(公寓),此房满五年唯 一，小三房，税费少，价格可谈。,低楼层 (共18层) | 2012年建 | 3室1厅 | 93.6平米 | 南 北,485,"51,817",2012,93.6,10,31.27578593,121.3208675,63491,2,,,,,,,,
春江美庐(公寓),南北两房 精装 视野开阔 采光好 楼层佳,高楼层 (共18层) | 2012年建 | 2室1厅 | 82.69平米 | 南,420,"50,793",2012,82.69,10,31.27578593,121.3208675,63491,2,,,,,,,,
景华世纪园,商品房，经典错层三房格局，面积大，位置佳。,中楼层 (共6层) | 2002年建 | 3室2厅 | 132.82平米 | 南,725,"54,586",2002,132.82,20,31.33398327,121.4623547,63491,2,,,,,,,,
月浦三村,电梯双南两房，全明户型，满五年，看房方便,低楼层 (共14层) | 1993年建 | 2室1厅 | 67.16平米 | 南,225,"33,503",1993,67.16,29,31.42434159,121.4355421,63491,2,,,,,,,,
月浦三村,全明格局，中间楼层采光好，前排无遮挡，满五年,中楼层 (共6层) | 1982年建 | 2室1厅 | 51.22平米 | 南,168,"32,800",1982,51.22,40,31.42434159,121.4355421,63491,2,,,,,,,,
月浦九村,满五 高楼层 全明一房 交通方便 配套齐全 诚心出售,高楼层 (共6层) | 1988年建 | 1室1厅 | 45.7平米 | 南,148,"32,386",1988,45.7,34,31.42156357,121.4297759,63491,2,,,,,,,,
月浦二村,次顶楼大一房，满五，主卧朝南采光好，近1，3号线,高楼层 (共6层) | 1982年建 | 1室1厅 | 36.07平米 | 南,123,"34,101",1982,36.07,40,31.42608411,121.4344836,63491,2,,,,,,,,
月浦五村,诚心出售，双南户型，精装修，楼层好，不靠马路,中楼层 (共5层) | 1983年建 | 2室1厅 | 47.46平米 | 南,150,"31,606",1983,47.46,39,31.42417034,121.4319748,63491,2,,,,,,,,
月浦五村,双南中间楼层大两房，楼层好，税费少,中楼层 (共5层) | 1985年建 | 2室1厅 | 61.71平米 | 南,205,"33,220",1985,61.71,37,31.42417034,121.4319748,63491,2,,,,,,,,
月浦五村,中间楼层采光好，户型方正通透，有钥匙,中楼层 (共6层) | 1994年建 | 2室1厅 | 57.82平米 | 南,192,"33,207",1994,57.82,28,31.42417034,121.4319748,63491,2,,,,,,,,
月浦五村,位置佳，采光好，户型方正通透，交通便利,高楼层 (共5层) | 1983年建 | 2室0厅 | 49.92平米 | 南,165,"33,053",1983,49.92,39,31.42417034,121.4319748,63491,2,,,,,,,,
月浦五村,中间楼层 税少采光好 小区中间位置,中楼层 (共5层) | 1985年建 | 2室1厅 | 47.59平米 | 南,169,"35,512",1985,47.59,37,31.42417034,121.4319748,63491,2,,,,,,,,
月浦八村,南北两个房间，满⑤年唯①，可以看到月浦公园,高楼层 (共6层) | 1992年建 | 2室1厅 | 54.12平米 | 南,197,"36,401",1992,54.12,30,31.42160178,121.4318732,63491,2,,,,,,,,
月浦八村,南北两个房间，满⑤年唯①，可以看到月浦公园,高楼层 (共6层) | 1992年建 | 2室1厅 | 54.12平米 | 南,197,"36,401",1992,54.12,30,31.42160178,121.4318732,63491,2,,,,,,,,
月浦八村,满 五 唯 一 诚心出售 位于月浦繁华地段 品质小区,中楼层 (共5层) | 1985年建 | 2室0厅 | 49.41平米 | 南,175,"35,418",1985,49.41,37,31.42160178,121.4318732,63491,2,,,,,,,,
月浦八村,电梯房，高层采光好，双南大户型，视野广阔,高楼层 (共14层) | 1988年建 | 2室1厅 | 63.19平米 | 南,215,"34,025",1988,63.19,34,31.42160178,121.4318732,63491,2,,,,,,,,
月浦八村,新八村南北套两房，诚心出售，看房方便,高楼层 (共6层) | 1992年建 | 2室1厅 | 55.03平米 | 南 北,187,"33,982",1992,55.03,30,31.42160178,121.4318732,63491,2,,,,,,,,
月浦八村,南北两个房间，满⑤年唯①，可以看到月浦公园,高楼层 (共6层) | 1992年建 | 2室1厅 | 54.12平米 | 南,197,"36,401",1992,54.12,30,31.42160178,121.4318732,63491,2,,,,,,,,
月浦八村,电梯房大三房 交通便利 在月浦公园旁 生活配套齐全,低楼层 (共18层) | 1995年建 | 3室1厅 | 91.21平米 | 北 南,298,"32,672",1995,91.21,27,31.42160178,121.4318732,63491,2,,,,,,,,
月浦八村,月浦八村 双南两房一厅 业主诚心出售 看房提前联系,低楼层 (共18层) | 1995年建 | 2室1厅 | 67.2平米 | 南,215,"31,995",1995,67.2,27,31.42160178,121.4318732,63491,2,,,,,,,,
月浦六村,拎包入住 满五年一套 诚心出售 看房方便 到价签字,低楼层 (共6层) | 1989年建 | 2室1厅 | 52.59平米 | 南,175,"33,277",1989,52.59,33,31.42459588,121.428343,63491,2,,,,,,,,
月浦六村,* 诚心出售 南北户型 到价签字 看房方便,高楼层 (共6层) | 1985年建 | 2室1厅 | 52.3平米 | 南 北,168,"32,123",1985,52.3,37,31.42459588,121.428343,63491,2,,,,,,,,
月浦六村,南北两房有客厅，着急出售 ，位置好小花园旁,高楼层 (共6层) | 1985年建 | 2室1厅 | 54.7平米 | 南,175,"31,993",1985,54.7,37,31.42459588,121.428343,63491,2,,,,,,,,
月浦六村,满五年一套 小户型 总价低 诚心出售 到价签字,高楼层 (共6层) | 1985年建 | 1室1厅 | 40.01平米 | 南,133,"33,242",1985,40.01,37,31.42459588,121.428343,63491,2,,,,,,,,
月浦六村,拎包入住 满五年一套 诚心出售 看房方便 到价签字,低楼层 (共6层) | 1989年建 | 2室1厅 | 52.59平米 | 南,175,"33,277",1989,52.59,33,31.42459588,121.428343,63491,2,,,,,,,,
月浦六村,拎包入住 满五年一套 诚心出售 看房方便 到价签字,低楼层 (共6层) | 1989年建 | 2室1厅 | 52.59平米 | 南,175,"33,277",1989,52.59,33,31.42459588,121.428343,63491,2,,,,,,,,
月浦十村,满五年，产权清晰，双楠户型。地铁近,高楼层 (共6层) | 1990年建 | 2室1厅 | 56.07平米 | 南,200,"35,670",1990,56.07,32,31.42275302,121.4297363,63491,2,,,,,,,,
朗诗绿岛(公寓),高科技住宅，恒温恒湿恒氧！近地铁，交通便利,低楼层 (共7层) | 2011年建 | 3室2厅 | 145.76平米 | 西南,728,"49,946",2011,145.76,11,31.29261706,121.5083614,63491,2,,,,,,,,
朗诗绿岛(公寓),科技住宅，楼层好，近地铁，交通便利,高楼层 (共6层) | 2011年建 | 2室1厅 | 83.8平米 | 南,350,"41,767",2011,83.8,11,31.29261706,121.5083614,63491,2,,,,,,,,
杨泰一村,景观房，视野好，南北通，精装修，总价低，满五年！,高楼层 (共6层) | 1994年建 | 1室1厅 | 49.45平米 | 南,220,"44,490",1994,49.45,28,31.37923386,121.447668,63491,2,,,,,,,,
杨泰三村,低总价三房，采光好视野好，满五年税费少,高楼层 (共6层) | 1995年建 | 3室1厅 | 89.78平米 | 南,328,"36,534",1995,89.78,27,31.38658724,121.4450869,63491,2,,,,,,,,
杨泰三村,房子是楼梯房高层，一梯二户，二房朝南带阳台,高楼层 (共6层) | 1995年建 | 2室1厅 | 74.86平米 | 南,260,"34,732",1995,74.86,27,31.38658724,121.4450869,63491,2,,,,,,,,
杨泰三村,小区中间位置，简单装修，满五年，房东诚心出售,高楼层 (共6层) | 1996年建 | 2室1厅 | 75.43平米 | 南,270,"35,795",1996,75.43,26,31.38658724,121.4450869,63491,2,,,,,,,,
杨泰三村,业主诚心出售，一梯两户采光好。,高楼层 (共6层) | 1995年建 | 2室1厅 | 74.86平米 | 南,275,"36,736",1995,74.86,27,31.38658724,121.4450869,63491,2,,,,,,,,
杨泰三村,低总价三房，采光好视野好，满五年税费少,高楼层 (共6层) | 1995年建 | 3室1厅 | 89.78平米 | 南,328,"36,534",1995,89.78,27,31.38658724,121.4450869,63491,2,,,,,,,,
杨泰二村,满五年 南北直通 全明户型 业主诚意出售 欢迎看房,高楼层 (共6层) | 1994年建 | 2室1厅 | 74.86平米 | 南,324,"43,281",1994,74.86,28,31.37598434,121.4477618,63491,2,,,,,,,,
杨泰二村,此房满五年，税费少，一房朝南带阳台。,中楼层 (共6层) | 1993年建 | 1室1厅 | 45.59平米 | 南,242,"53,082",1993,45.59,29,31.37598434,121.4477618,63491,2,,,,,,,,
杨泰二村,满五年 南北直通 全明户型 业主诚意出售 欢迎看房,高楼层 (共6层) | 1994年建 | 2室1厅 | 75.43平米 | 南 北,327,"43,352",1994,75.43,28,31.37598434,121.4477618,63491,2,,,,,,,,
杨泰二村,杨泰二村 2室1厅 南,高楼层 (共6层) | 1993年建 | 2室1厅 | 74.54平米 | 南,330,"44,272",1993,74.54,29,31.37598434,121.4477618,63491,2,,,,,,,,
杨泰二村,满五年 南北直通 全明户型 业主诚意出售 欢迎看房,高楼层 (共6层) | 1994年建 | 2室1厅 | 75.43平米 | 南 北,327,"43,352",1994,75.43,28,31.37598434,121.4477618,63491,2,,,,,,,,
杨泰二村,AAA级好房 满五年税费少 楼上有阁楼60平 *杨泰,高楼层 (共6层) | 1997年建 | 4室2厅 | 106.17平米 | 南,449,"42,291",1997,106.17,25,31.37598434,121.4477618,63491,2,,,,,,,,
杨泰二村,满五 税费少 看房方便 业主诚意出售,低楼层 (共6层) | 1994年建 | 2室1厅 | 74.86平米 | 南 北,320,"42,747",1994,74.86,28,31.37598434,121.4477618,63491,2,,,,,,,,
杨泰二村,满五税少，楼层好，全明3房，配套齐全，交通便利！,低楼层 (共6层) | 1993年建 | 3室1厅 | 87.2平米 | 南,380,"43,578",1993,87.2,29,31.37598434,121.4477618,63491,2,,,,,,,,
杨泰二村,三房，中间位置，南北通户型，满五年，诚心出售！,高楼层 (共6层) | 1993年建 | 3室1厅 | 87.2平米 | 南,348,"39,909",1993,87.2,29,31.37598434,121.4477618,63491,2,,,,,,,,
杨泰二村,楼层好 视野开阔 诚心出售 配套齐全 交通便利,高楼层 (共6层) | 1993年建 | 2室1厅 | 73.86平米 | 南,335,"45,357",1993,73.86,29,31.37598434,121.4477618,63491,2,,,,,,,,
杨泰二村,产权清晰，满五年，楼层采光好，配套完善,高楼层 (共6层) | 1993年建 | 3室1厅 | 87.2平米 | 南,375,"43,005",1993,87.2,29,31.37598434,121.4477618,63491,2,,,,,,,,
杨泰二村,满五年 税费少 有钥匙 看房方便 业主诚意出售,中楼层 (共6层) | 1994年建 | 2室2厅 | 70.97平米 | 南 北,304,"42,836",1994,70.97,28,31.37598434,121.4477618,63491,2,,,,,,,,
杰圣家苑,地铁3号线+满五唯 一＋南北通透＋视野无遮挡,低楼层 (共18层) | 2008年建 | 2室2厅 | 102.32平米 | 南 北,670,"65,481",2008,102.32,14,31.32727273,121.4809894,63491,2,,,,,,,,
杰圣家苑,电梯高区楼层 2007年房龄 满五年 没有个税 急售,中楼层 (共18层) | 2008年建 | 2室1厅 | 85.5平米 | 南,550,"64,328",2008,85.5,14,31.32727273,121.4809894,63491,2,,,,,,,,
杰圣家苑,电梯房 中区楼层 满五年 南北通透户型 看房随时,低楼层 (共18层) | 2008年建 | 2室2厅 | 85.61平米 | 南 北,568,"66,348",2008,85.61,14,31.32727273,121.4809894,63491,2,,,,,,,,
杰圣家苑,电梯高区楼层 2007年房龄 满五年 没有个税 急售,中楼层 (共18层) | 2008年建 | 2室1厅 | 85.5平米 | 南,550,"64,328",2008,85.5,14,31.32727273,121.4809894,63491,2,,,,,,,,
枫庭丽苑,价格可谈，业主诚意出售 满五 看房随时！,低楼层 (共11层) | 2003年建 | 2室2厅 | 104.07平米 | 南,725,"69,665",2003,104.07,19,31.28387487,121.414399,63491,2,,,,,,,,
柏丽华庭,柏丽华庭 2室2厅 南 北,高楼层 (共18层) | 2007年建 | 2室2厅 | 87.27平米 | 南 北,510,"58,440",2007,87.27,15,31.37503091,121.440221,63491,2,,,,,,,,
梧桐城邦(一期),带地下室，满五是一，南北通全明户型，商品房社区,低楼层 (共14层) | 2006年建 | 2室2厅 | 142.04平米 | 南 北,668,"47,030",2006,142.04,16,31.29540981,121.4190928,63491,2,,,,,,,,
梧桐城邦(一期),精装南北通两房，*税费少,低楼层 (共14层) | 2006年建 | 2室2厅 | 98.5平米 | 南,688,"69,848",2006,98.5,16,31.29540981,121.4190928,63491,2,,,,,,,,
梧桐城邦(一期),视野佳俯瞰花园，采光好无遮挡，东西通透，入室花园,中楼层 (共5层) | 2006年建 | 2室1厅 | 89.69平米 | 东 西,575,"64,110",2006,89.69,16,31.29540981,121.4190928,63491,2,,,,,,,,
梧桐城邦(二期),此房满五年税费少，电梯高区大两房，有钥匙随时看。,高楼层 (共11层) | 2008年建 | 2室2厅 | 103.54平米 | 南 北,720,"69,539",2008,103.54,14,31.29532449,121.4171825,63491,2,,,,,,,,
梧桐城邦(二期),小区中间，13房龄，少有yi房，已改俩房,低楼层 (共7层) | 2013年建 | 2室1厅 | 64.67平米 | 南 北,470,"72,677",2013,64.67,9,31.29532449,121.4171825,63491,2,,,,,,,,
梧桐城邦(二期),满五年，多层顶楼复式，南北通透采光好,高楼层 (共6层) | 2013年建 | 2室2厅 | 117.58平米 | 南 北,785,"66,764",2013,117.58,9,31.29532449,121.4171825,63491,2,,,,,,,,
檀乡湾,品质小区，户型正气南北通透，配套齐全,中楼层 (共8层) | 2007年建 | 3室2厅 | 133.57平米 | 南 北,580,"43,423",2007,133.57,15,31.36398614,121.4239453,63491,2,,,,,,,,
檀乡湾,叠加别墅 南北通 前后花园,低楼层 (共2层) | 2007年建 | 4室2厅 | 242.48平米 | 南 北,1199,"49,448",2007,242.48,15,31.36398614,121.4239453,63491,2,,,,,,,,
檀乡湾,品质小区，小区环境好，房型正气南北通透，近地铁。,低楼层 (共11层) | 2007年建 | 2室2厅 | 107.2平米 | 南 北,460,"42,911",2007,107.2,15,31.36398614,121.4239453,63491,2,,,,,,,,
檀乡湾,户型方正，双南户型，楼层好，配套齐全，,中楼层 (共8层) | 2007年建 | 2室2厅 | 105.41平米 | 南,470,"44,588",2007,105.41,15,31.36398614,121.4239453,63491,2,,,,,,,,
民主花园,民主两房，近地铁1号线，高得房率，近万达广场,高楼层 (共6层) | 1993年建 | 2室1厅 | 77.06平米 | 南,408,"52,946",1993,77.06,29,31.32455814,121.454689,63491,2,,,,,,,,
民主花园,民主花园，大面积三房，满五*，业主诚意,低楼层 (共18层) | 1995年建 | 3室2厅 | 159.93平米 | 南,629,"39,330",1995,159.93,27,31.32455814,121.454689,63491,2,,,,,,,,
水岸蓝桥(公寓),小区新上三房 位置好 户型好 满五年 近别墅 精装修,低楼层 (共14层) | 2005年建 | 3室2厅 | 132.09平米 | 南 北,1000,"75,706",2005,132.09,17,31.03575871,121.2148004,63491,2,,,,,,,,
水岸蓝桥(公寓),诚意出售，南北通透，配套设施齐全，光线无遮挡,低楼层 (共18层) | 2007年建 | 2室2厅 | 90.31平米 | 南 北,710,"78,619",2007,90.31,15,31.03575871,121.2148004,63491,2,,,,,,,,
水岸蓝桥(公寓),小区新上三房 位置好 户型好 满五年 近别墅 精装修,低楼层 (共14层) | 2005年建 | 3室2厅 | 132.09平米 | 南 北,1000,"75,706",2005,132.09,17,31.03575871,121.2148004,63491,2,,,,,,,,
水韵华庭,05年高品质飞机户型，满五不唯1，自如出租中,低楼层 (共14层) | 2005年建 | 5室1厅 | 196.28平米 | 南,948,"48,299",2005,196.28,17,31.2735443,121.426398,63491,2,,,,,,,,
永清二村,房子满五年 低楼层公园房 南北两房 一梯两户 精装修,低楼层 (共6层) | 1993年建 | 2室1厅 | 55.21平米 | 南,249,"45,101",1993,55.21,29,31.39575588,121.5003477,63491,2,,,,,,,,
永清二村,满五 双南 一梯两户 公园小区 次顶楼 采光通风出色,高楼层 (共6层) | 1993年建 | 2室1厅 | 60.12平米 | 南,270,"44,911",1993,60.12,29,31.39575588,121.5003477,63491,2,,,,,,,,
永清二村,此房满五，简单装修，非顶层，南北通。,高楼层 (共6层) | 1993年建 | 2室1厅 | 56.6平米 | 南 北,255,"45,054",1993,56.6,29,31.39575588,121.5003477,63491,2,,,,,,,,
永清二村,中间楼层 户型方正 全明 小区中间位置 满五 两房,中楼层 (共6层) | 1993年建 | 2室1厅 | 56.53平米 | 西南,270,"47,763",1993,56.53,29,31.39575588,121.5003477,63491,2,,,,,,,,
永清二村,房子满五年，双南，不临街位置，户型格局好，诚售！,高楼层 (共6层) | 1993年建 | 2室1厅 | 51.74平米 | 南,243,"46,966",1993,51.74,29,31.39575588,121.5003477,63491,2,,,,,,,,
永清二村,底楼2房带L天井 房型方正 小区中间位置 诚意出售,低楼层 (共6层) | 1993年建 | 2室1厅 | 54.73平米 | 东南,252,"46,045",1993,54.73,29,31.39575588,121.5003477,63491,2,,,,,,,,
永清二村,此房满五，中间楼层，老装修，南北通。,中楼层 (共6层) | 1993年建 | 2室1厅 | 57.08平米 | 南 北,260,"45,551",1993,57.08,29,31.39575588,121.5003477,63491,2,,,,,,,,
永清二村,房子满五年 高楼层 采光好 公园房 南北两房 一梯两户,高楼层 (共6层) | 1993年建 | 2室1厅 | 57.41平米 | 南 北,250,"43,547",1993,57.41,29,31.39575588,121.5003477,63491,2,,,,,,,,
永清新村,非顶楼，视野好，通透两房，户型正气，满五年，税费低,高楼层 (共6层) | 1989年建 | 2室1厅 | 53.3平米 | 南 北,235,"44,091",1989,53.3,33,31.39678986,121.5046376,63491,2,,,,,,,,
永清新村,非顶楼，视野好，通透两房，户型正气，满五年，税费低,高楼层 (共6层) | 1989年建 | 2室1厅 | 53.3平米 | 南 北,235,"44,091",1989,53.3,33,31.39678986,121.5046376,63491,2,,,,,,,,
