place,title,msg,price,per_meter,year,area,age,lat,lng,income,loc,place,平均值项:lat,平均值项:lng,平均值项:per_meter,,,,,,,
万千公寓,交通便利，采光充足，配套齐全，南北通透,低楼层 (共28层) | 2000年建 | 3室2厅 | 127.24平米 | 南 北,775,"60,909",2000,127.24,22,31.26250926,121.437575,70500,1,爱建新村,31.24945384,121.404576,65306,,,,,,,
桃浦七村雪松苑,双南中间楼层，户型反正，近地铁，交通便利,中楼层 (共6层) | 1995年建 | 2室1厅 | 54.92平米 | 南,260,"47,342",1995,54.92,27,31.29265918,121.3597539,70500,1,,,,,,,,,,,
桃浦七村雪松苑,此房通透，边套，通风采光好，出行便利，配套成熟,高楼层 (共6层) | 1995年建 | 1室1厅 | 43.77平米 | 东,197,"45,008",1995,43.77,27,31.29265918,121.3597539,70500,1,,,,,,,,,,,
桃浦七村雪松苑,楼层好，交通便利，诚心出售，户型方正,中楼层 (共6层) | 1995年建 | 1室1厅 | 43.79平米 | 南,202,"46,130",1995,43.79,27,31.29265918,121.3597539,70500,1,,,,,,,,,,,
桃浦七村雪松苑,【店长推荐】11号线地铁口+双南大两房+婚房装修+满五,高楼层 (共6层) | 1995年建 | 2室1厅 | 63.51平米 | 南,295,"46,450",1995,63.51,27,31.29265918,121.3597539,70500,1,,,,,,,,,,,
桃浦三村和乐苑,精装修双南两房，户型格局好，采光好,高楼层 (共6层) | 1991年建 | 2室1厅 | 62.33平米 | 南,315,"50,538",1991,62.33,31,31.28875459,121.3537913,70500,1,,,,,,,,,,,
桃浦三村石榴苑,桃浦三村石榴苑+近地铁+采光充足+配套齐全,高楼层 (共6层) | 1995年建 | 2室1厅 | 51.48平米 | 南,240,"46,621",1995,51.48,27,31.28848187,121.351893,70500,1,,,,,,,,,,,
桃浦三村石榴苑,桃浦三村+一手动迁+满五年+边套,高楼层 (共6层) | 1995年建 | 2室1厅 | 51.99平米 | 南,244.3,"46,990",1995,51.99,27,31.28848187,121.351893,70500,1,,,,,,,,,,,
桃浦三村石榴苑,南北户型+边套带窗+全明户型+近地铁,中楼层 (共6层) | 1995年建 | 2室1厅 | 62.43平米 | 南,310,"49,656",1995,62.43,27,31.28848187,121.351893,70500,1,,,,,,,,,,,
桃浦二村永汇新苑,05年房龄新格局好，近地铁，采光好，位置好。,高楼层 (共6层) | 2005年建 | 2室1厅 | 78.21平米 | 南,410,"52,423",2005,78.21,17,31.28388289,121.358531,70500,1,,,,,,,,,,,
桃浦二村永汇新苑,满五年，房龄新，格局好，近地铁，小区环境好，装修好,高楼层 (共6层) | 2003年建 | 2室2厅 | 80.36平米 | 南,430,"53,510",2003,80.36,19,31.28388289,121.358531,70500,1,,,,,,,,,,,
桃浦二村永汇新苑,满五年，房龄新，格局好，近地铁。采光好，位置好,低楼层 (共6层) | 2005年建 | 3室2厅 | 101.88平米 | 南,520,"51,041",2005,101.88,17,31.28388289,121.358531,70500,1,,,,,,,,,,,
桃浦二村永汇新苑,河景房，楼层好。采光好，视野好。满五年,低楼层 (共6层) | 2005年建 | 2室2厅 | 92.74平米 | 南 北,490,"52,836",2005,92.74,17,31.28388289,121.358531,70500,1,,,,,,,,,,,
桃浦二村永汇新苑,满五年，房龄新，格局好，近地铁，小区环境好。税费少,低楼层 (共6层) | 2005年建 | 2室2厅 | 93.03平米 | 南,485,"52,134",2005,93.03,17,31.28388289,121.358531,70500,1,,,,,,,,,,,
桃浦二村永汇新苑,05年房龄新格局好，近地铁，品质小区,高楼层 (共6层) | 2003年建 | 2室2厅 | 78.21平米 | 南,418,"53,446",2003,78.21,19,31.28388289,121.358531,70500,1,,,,,,,,,,,
桃浦二村永汇新苑,近地铁，环境好。满五年，采光好。户型方正,高楼层 (共6层) | 2005年建 | 2室2厅 | 92.74平米 | 南,470,"50,680",2005,92.74,17,31.28388289,121.358531,70500,1,,,,,,,,,,,
桃浦二村永汇新苑,桃浦二村永汇新苑中间楼层采光好。,中楼层 (共6层) | 2005年建 | 3室1厅 | 101.38平米 | 南,538,"53,068",2005,101.38,17,31.28388289,121.358531,70500,1,,,,,,,,,,,
桃浦二村永汇新苑,品质小区 户型正气 近地铁 房东诚售,高楼层 (共6层) | 2003年建 | 2室1厅 | 85.49平米 | 南,460,"53,808",2003,85.49,19,31.28388289,121.358531,70500,1,,,,,,,,,,,
桃浦二村永汇新苑,商品房，满五唯 一，精装修，拎包入住，楼层好位置好,低楼层 (共6层) | 2003年建 | 3室2厅 | 99平米 | 南,525,"53,031",2003,99,19,31.28388289,121.358531,70500,1,,,,,,,,,,,
桃浦五村山茶苑,【尊客留步】一梯二户 双房朝南 客厅明窗 厨卫全明。,高楼层 (共6层) | 1997年建 | 2室1厅 | 68.57平米 | 南,340,"49,585",1997,68.57,25,30.97958554,121.1217297,70500,1,,,,,,,,,,,
桃浦五村山茶苑,房间通透，采光充足，配套设施齐全，品质小区,高楼层 (共6层) | 1998年建 | 3室1厅 | 97.5平米 | 南,437,"44,821",1998,97.5,24,30.97958554,121.1217297,70500,1,,,,,,,,,,,
桃浦五村山茶苑,桃浦新村地铁口精装三房，一梯两户全明，采光通风好~,高楼层 (共6层) | 1997年建 | 3室2厅 | 103.5平米 | 南,408,"39,421",1997,103.5,25,30.97958554,121.1217297,70500,1,,,,,,,,,,,
桃浦五村山茶苑,桃浦新村地铁口全明两房！采光视野好单价低税费少！,高楼层 (共7层) | 1997年建 | 2室1厅 | 67.77平米 | 南,310,"45,743",1997,67.77,25,30.97958554,121.1217297,70500,1,,,,,,,,,,,
桃浦五村山茶苑,【尊客留步】一梯二户 双房朝南 客厅明窗 厨卫全明。,高楼层 (共6层) | 1997年建 | 2室1厅 | 68.57平米 | 南,340,"49,585",1997,68.57,25,30.97958554,121.1217297,70500,1,,,,,,,,,,,
桃浦五村山茶苑,顶楼复式，全明全南，满五，看房方便，,高楼层 (共6层) | 1997年建 | 4室1厅 | 116.33平米 | 南,473,"40,661",1997,116.33,25,30.97958554,121.1217297,70500,1,,,,,,,,,,,
桃浦五村山茶苑,桃浦新村地铁口精装三房，一梯两户全明，采光通风好~,高楼层 (共6层) | 1997年建 | 3室2厅 | 103.5平米 | 南,408,"39,421",1997,103.5,25,30.97958554,121.1217297,70500,1,,,,,,,,,,,
桃浦五村迎春苑,一梯两户 有露台 无增值税个税 全明户型 近地铁,高楼层 (共6层) | 1998年建 | 2室1厅 | 81.82平米 | 南,380,"46,444",1998,81.82,24,31.29081703,121.3557295,70500,1,,,,,,,,,,,
桃浦五村迎春苑,您想找的房子就在这，地铁，满五，闹中取静，三面采光,高楼层 (共6层) | 1997年建 | 2室1厅 | 66.94平米 | 东 南 北,316,"47,207",1997,66.94,25,31.29081703,121.3557295,70500,1,,,,,,,,,,,
桃浦五村迎春苑,尊客留步 满五 地铁11号线旁 全明户型,低楼层 (共6层) | 1998年建 | 2室1厅 | 67.16平米 | 东南,325,"48,392",1998,67.16,24,31.29081703,121.3557295,70500,1,,,,,,,,,,,
桃浦六村樱花苑,满5V1，小区中间位置，近地铁，楼层好,中楼层 (共6层) | 1995年建 | 1室1厅 | 46.46平米 | 南,240,"51,658",1995,46.46,27,31.28877395,121.3614699,70500,1,,,,,,,,,,,
桃浦六村樱花苑,刚需一房 品质小区 近地铁 采光充足 视野宽阔,高楼层 (共6层) | 1995年建 | 1室1厅 | 45.82平米 | 南,213,"46,487",1995,45.82,27,31.28877395,121.3614699,70500,1,,,,,,,,,,,
桃浦六村绿春苑,大露台 居家自主 看房方便 诚意出售,高楼层 (共6层) | 1993年建 | 2室1厅 | 71.92平米 | 南,340,"47,275",1993,71.92,29,31.2911429,121.3616985,70500,1,,,,,,,,,,,
桃浦六村绿春苑,独特户型 采光好使用面积大 走过路过一定不要错过,高楼层 (共6层) | 1993年建 | 2室2厅 | 71.92平米 | 南,329,"45,746",1993,71.92,29,31.2911429,121.3616985,70500,1,,,,,,,,,,,
桃浦六村绿春苑,小区品质好，近地铁满五年，位置采光通风好，户型方正,高楼层 (共6层) | 1994年建 | 2室1厅 | 53.43平米 | 南,262,"49,037",1994,53.43,28,31.2911429,121.3616985,70500,1,,,,,,,,,,,
桃浦十村（紫藤苑小区白丽路701弄）,桃浦十村（紫藤苑小区白丽路701弄） 1室1厅 南,中楼层 (共6层) | 1998年建 | 1室1厅 | 40.86平米 | 南,205,"50,172",1998,40.86,24,31.29497472,121.3497062,70500,1,,,,,,,,,,,
桃浦十村（紫藤苑小区白丽路701弄）,电梯房，电梯房，电梯房，无增值税，产权清晰，,高楼层 (共7层) | 1999年建 | 2室1厅 | 54.35平米 | 南,270,"49,679",1999,54.35,23,31.29497472,121.3497062,70500,1,,,,,,,,,,,
桃浦十村（紫藤苑小区白丽路701弄）,精装修两房，楼层户型位置俱佳，诚意出售，,中楼层 (共6层) | 1999年建 | 2室1厅 | 58.4平米 | 南,295,"50,514",1999,58.4,23,31.29497472,121.3497062,70500,1,,,,,,,,,,,
桃浦十村（紫藤苑小区白丽路701弄）,中间楼层，动迁房税费少，诚意出售,中楼层 (共6层) | 1998年建 | 2室1厅 | 58.4平米 | 南,276,"47,261",1998,58.4,24,31.29497472,121.3497062,70500,1,,,,,,,,,,,
桃浦十村（紫藤苑小区白丽路701弄）,精装修两房，楼层户型位置俱佳，诚意出售，,中楼层 (共6层) | 1999年建 | 2室1厅 | 58.4平米 | 南,295,"50,514",1999,58.4,23,31.29497472,121.3497062,70500,1,,,,,,,,,,,
桃浦十村（紫藤苑小区银杏路120弄）,采光好，总价低，户型方正，满五年,高楼层 (共6层) | 1995年建 | 1室1厅 | 44.96平米 | 南,217,"48,266",1995,44.96,27,31.29312066,121.3518665,70500,1,,,,,,,,,,,
桃浦十村（紫藤苑小区银杏路120弄）,满五年，户型正，业主诚意，看房方便，税费少,高楼层 (共6层) | 1996年建 | 1室1厅 | 42.04平米 | 东南,195,"46,385",1996,42.04,26,31.29312066,121.3518665,70500,1,,,,,,,,,,,
桃浦十村（紫藤苑小区银杏路120弄）,精装修+满五年+无增值税+业主诚意出售+近公园环境好,高楼层 (共6层) | 1995年建 | 2室1厅 | 61.58平米 | 南,308,"50,017",1995,61.58,27,31.29312066,121.3518665,70500,1,,,,,,,,,,,
桃浦十村（紫藤苑小区银杏路120弄）,南北通两房 带天井 售后公房 税费少,低楼层 (共6层) | 1996年建 | 2室1厅 | 55.64平米 | 南,284,"51,043",1996,55.64,26,31.29312066,121.3518665,70500,1,,,,,,,,,,,
桃浦十村（紫藤苑小区银杏路120弄）,小户型，低总价，小区环境优美，11号线桃浦新村站,高楼层 (共6层) | 1996年建 | 1室1厅 | 35.02平米 | 南,176,"50,257",1996,35.02,26,31.29312066,121.3518665,70500,1,,,,,,,,,,,
桃浦十村（紫藤苑小区银杏路120弄）,此房免增值税，好楼层，阳光好，位置佳，到价签字！,中楼层 (共6层) | 1995年建 | 1室1厅 | 44.96平米 | 南,219,"48,710",1995,44.96,27,31.29312066,121.3518665,70500,1,,,,,,,,,,,
桃浦十村（紫藤苑小区银杏路120弄）,精装修+满五年+无增值税+业主诚意出售+近公园环境好,高楼层 (共6层) | 1995年建 | 2室1厅 | 61.58平米 | 南,308,"50,017",1995,61.58,27,31.29312066,121.3518665,70500,1,,,,,,,,,,,
桃浦四村易居紫荆苑,【绝世好房】近地铁低总价一房，通风采光佳，满五税少,高楼层 (共6层) | 1995年建 | 1室1厅 | 40.51平米 | 南,200,"49,371",1995,40.51,27,31.29017402,121.3526775,70500,1,,,,,,,,,,,
桃浦四村易居紫荆苑,【绝世好房】近地铁低总价一房，通风采光佳，满五税少,高楼层 (共6层) | 1995年建 | 1室1厅 | 40.51平米 | 南,200,"49,371",1995,40.51,27,31.29017402,121.3526775,70500,1,,,,,,,,,,,
桃浦新家园,满五V，大两房！花园视野好位置！,低楼层 (共6层) | 2001年建 | 2室1厅 | 94.56平米 | 南 北,460,"48,647",2001,94.56,21,31.29429432,121.3543419,70500,1,,,,,,,,,,,
桃浦新家园,房子下面是地下车库，防潮，垫高1米多，满五免个税,低楼层 (共6层) | 2001年建 | 3室2厅 | 143.06平米 | 南,645,"45,086",2001,143.06,21,31.29429432,121.3543419,70500,1,,,,,,,,,,,
桃浦新家园,满五唯 一大三房，双阳台，花园小区，菜场旁,低楼层 (共6层) | 1999年建 | 3室2厅 | 118.71平米 | 南,585,"49,280",1999,118.71,23,31.29429432,121.3543419,70500,1,,,,,,,,,,,
桃浦新家园,精装修，拎包入住，大三房可三代同堂,高楼层 (共6层) | 2001年建 | 3室1厅 | 112.98平米 | 南 北,560,"49,567",2001,112.98,21,31.29429432,121.3543419,70500,1,,,,,,,,,,,
梅六小区,满5年，双南两房，采光充足，业主诚意出售,中楼层 (共6层) | 1995年建 | 2室1厅 | 62.67平米 | 南,500,"79,783",1995,62.67,27,31.24755411,121.3941175,70500,1,,,,,,,,,,,
梅六小区,满5年，双南两房，采光充足，业主诚意出售,中楼层 (共6层) | 1994年建 | 2室1厅 | 62.17平米 | 南,530,"85,251",1994,62.17,28,31.24755411,121.3941175,70500,1,,,,,,,,,,,
梅六小区,一梯两户 东边三居 售后满五 双南户型 安静位置,低楼层 (共6层) | 1994年建 | 3室1厅 | 75.7平米 | 南,610,"80,582",1994,75.7,28,31.24755411,121.3941175,70500,1,,,,,,,,,,,
梅六小区,满五年，采光佳位置好。诚意出售,高楼层 (共6层) | 1994年建 | 2室1厅 | 65.22平米 | 东,500,"76,664",1994,65.22,28,31.24755411,121.3941175,70500,1,,,,,,,,,,,
梅六小区,满5年，双南两房，采光充足，业主诚意出售,中楼层 (共6层) | 1995年建 | 2室1厅 | 62.67平米 | 南,500,"79,783",1995,62.67,27,31.24755411,121.3941175,70500,1,,,,,,,,,,,
梅六小区,此房满五唯/一，精装修，采光通风良好，视野开阔,高楼层 (共6层) | 1994年建 | 2室1厅 | 62.27平米 | 南,463,"74,354",1994,62.27,28,31.24755411,121.3941175,70500,1,,,,,,,,,,,
梅六小区,近地铁 售后公房 满五年 一梯两户 全明设计 百联商圈,高楼层 (共6层) | 1994年建 | 2室1厅 | 57.42平米 | 南,435,"75,758",1994,57.42,28,31.24755411,121.3941175,70500,1,,,,,,,,,,,
梅六小区,此房一室一厅南北格局，中间楼层，空间利用合理,中楼层 (共6层) | 1996年建 | 1室1厅 | 42.8平米 | 南,330,"77,103",1996,42.8,26,31.24755411,121.3941175,70500,1,,,,,,,,,,,
梅六小区,一梯两户 全明设计 百联商圈 楼层适中 地铁13号线,低楼层 (共6层) | 1994年建 | 2室1厅 | 56.7平米 | 南,425,"74,956",1994,56.7,28,31.24755411,121.3941175,70500,1,,,,,,,,,,,
梅六小区,小户型一房 满五年 业主诚意出售,低楼层 (共6层) | 1996年建 | 1室1厅 | 41.55平米 | 南 北,330,"79,423",1996,41.55,26,31.24755411,121.3941175,70500,1,,,,,,,,,,,
梅六小区,满5年，南北通风，采光充足，业主诚意出售,高楼层 (共6层) | 1993年建 | 1室1厅 | 42.15平米 | 南,345,"81,851",1993,42.15,29,31.24755411,121.3941175,70500,1,,,,,,,,,,,
梅六小区,一南一北两房，全明功能间格局，宜居装饰,低楼层 (共6层) | 1994年建 | 2室1厅 | 55.23平米 | 南 北,450,"81,478",1994,55.23,28,31.24755411,121.3941175,70500,1,,,,,,,,,,,
梅北小区,楼层好采光棒 业主诚意出售 看房随时价格好沟通,高楼层 (共6层) | 1993年建 | 1室1厅 | 43.73平米 | 南,330,"75,464",1993,43.73,29,31.24683307,121.404559,70500,1,,,,,,,,,,,
梅北小区,15号线梅岭北路站地铁口，精装修，拎包入住，,高楼层 (共6层) | 1993年建 | 2室1厅 | 57.68平米 | 南 北,439,"76,110",1993,57.68,29,31.24683307,121.404559,70500,1,,,,,,,,,,,
梅北小区,楼层好采光棒 业主诚意出售 看房随时价格好沟通,高楼层 (共6层) | 1993年建 | 1室1厅 | 43.73平米 | 南,330,"75,464",1993,43.73,29,31.24683307,121.404559,70500,1,,,,,,,,,,,
梅北小区,楼层好采光棒 业主诚意出售 看房随时价格好沟通,高楼层 (共6层) | 1993年建 | 1室1厅 | 43.73平米 | 南,330,"75,464",1993,43.73,29,31.24683307,121.404559,70500,1,,,,,,,,,,,
梅岭支路85弄,满五税少，直看环球港，总价单价低，临地铁。,高楼层 (共6层) | 1987年建 | 1室1厅 | 37.73平米 | 南,253,"67,056",1987,37.73,35,31.24120122,121.4169939,70500,1,,,,,,,,,,,
梅岭支路85弄,内环旁地铁边，高区视野开阔，诚意出售方便看房,高楼层 (共6层) | 1987年建 | 1室1厅 | 37.71平米 | 南,258,"68,417",1987,37.71,35,31.24120122,121.4169939,70500,1,,,,,,,,,,,
梅岭苑,婚房装修 家具家电全配 高区楼层 视野开阔 全明户型,中楼层 (共24层) | 1999年建 | 2室2厅 | 98.81平米 | 南,700,"70,844",1999,98.81,23,31.24873938,121.4137189,70500,1,,,,,,,,,,,
梅岭苑,此房已满五年电梯房龄新，采光无遮挡 近地铁11号线 15,低楼层 (共24层) | 1999年建 | 2室2厅 | 98.81平米 | 南 北,630,"63,759",1999,98.81,23,31.24873938,121.4137189,70500,1,,,,,,,,,,,
梅岭苑,罗马假日梅岭苑！醉美大三房，3房2厅2卫哦，6条地铁,低楼层 (共24层) | 2000年建 | 3室2厅 | 134.7平米 | 南,1020,"75,724",2000,134.7,22,31.24873938,121.4137189,70500,1,,,,,,,,,,,
梅岭苑,满五年 诚意出售 位置安静交通便利 近地铁，电梯房,中楼层 (共7层) | 1997年建 | 1室1厅 | 37.78平米 | 南,270,"71,467",1997,37.78,25,31.24873938,121.4137189,70500,1,,,,,,,,,,,
梅岭苑,满五年 诚意出售 位置安静交通便利 近地铁,中楼层 (共23层) | 1999年建 | 2室2厅 | 108.67平米 | 东,730,"67,176",1999,108.67,23,31.24873938,121.4137189,70500,1,,,,,,,,,,,
梅岭苑,满五年 诚意出售 位置安静交通便利 近地铁,中楼层 (共23层) | 1999年建 | 2室2厅 | 108.67平米 | 东,730,"67,176",1999,108.67,23,31.24873938,121.4137189,70500,1,,,,,,,,,,,
梅岭苑,2000年商品房 户型正气 全明户型 高区楼层视野开阔,中楼层 (共24层) | 2000年建 | 3室2厅 | 134.7平米 | 南 北,962,"71,418",2000,134.7,22,31.24873938,121.4137189,70500,1,,,,,,,,,,,
梅岭苑,房子是满五年，诚意出售，两房朝南,低楼层 (共24层) | 1999年建 | 2室1厅 | 69.82平米 | 南,494,"70,754",1999,69.82,23,31.24873938,121.4137189,70500,1,,,,,,,,,,,
梅川一街坊,15号线梅岭北路站即达，少有三房，全明结构，楼层适中,低楼层 (共6层) | 1995年建 | 3室1厅 | 114.33平米 | 南 北,857,"74,959",1995,114.33,27,31.24630946,121.401724,70500,1,,,,,,,,,,,
梅川一街坊,经典双南两房，转角阳台，景观楼层，售后公房,高楼层 (共6层) | 1993年建 | 2室1厅 | 58.68平米 | 南,460,"78,392",1993,58.68,29,31.24630946,121.401724,70500,1,,,,,,,,,,,
梅川一街坊,14-15地铁口 新普陀梅陇 中楼层东边套全明无深井,中楼层 (共6层) | 1993年建 | 2室1厅 | 57.95平米 | 南,480,"82,831",1993,57.95,29,31.24630946,121.401724,70500,1,,,,,,,,,,,
梅川一街坊,此房近地铁 13号线 15号线 配套齐全 生活方便,高楼层 (共6层) | 1992年建 | 2室1厅 | 57.72平米 | 南 北,455,"78,829",1992,57.72,30,31.24630946,121.401724,70500,1,,,,,,,,,,,
梅川一街坊,新上笋盘 全明户型 中间楼层 近地铁,中楼层 (共6层) | 1993年建 | 2室1厅 | 58.72平米 | 南,445,"75,784",1993,58.72,29,31.24630946,121.401724,70500,1,,,,,,,,,,,
梅川一街坊,售后公房 满五 购房成本低 户型格局正气 看房方便,高楼层 (共6层) | 1992年建 | 2室1厅 | 57.72平米 | 南,450,"77,963",1992,57.72,30,31.24630946,121.401724,70500,1,,,,,,,,,,,
梅川一街坊,梅川一街坊，西边套南北两房，客厅有明窗，整体通透,高楼层 (共6层) | 1993年建 | 2室1厅 | 58.3平米 | 南,500,"85,764",1993,58.3,29,31.24630946,121.401724,70500,1,,,,,,,,,,,
梅川一街坊,满五，配套齐全，生活方便，准电梯，近地铁,高楼层 (共6层) | 1992年建 | 1室1厅 | 42.89平米 | 南,355,"82,770",1992,42.89,30,31.24630946,121.401724,70500,1,,,,,,,,,,,
梅川一街坊,近中环，美丽家园小区，商圈繁华，生活方便,高楼层 (共6层) | 1993年建 | 2室1厅 | 57.17平米 | 南,440,"76,964",1993,57.17,29,31.24630946,121.401724,70500,1,,,,,,,,,,,
梅川一街坊,新上笋盘税费少 近地铁 13号线 15号线 中信泰富,高楼层 (共6层) | 1993年建 | 1室1厅 | 43.54平米 | 南,328,"75,334",1993,43.54,29,31.24630946,121.401724,70500,1,,,,,,,,,,,
梅川一街坊,此房近地铁13号线15号线 梅岭北路站配套齐全 生活方便,低楼层 (共6层) | 1993年建 | 2室1厅 | 53.82平米 | 南 北,440,"81,754",1993,53.82,29,31.24630946,121.401724,70500,1,,,,,,,,,,,
梅川二街坊,近中环，近地铁，美丽家园小区，商圈繁华，生活方便,高楼层 (共6层) | 1997年建 | 2室1厅 | 59.69平米 | 东南,480,"80,416",1997,59.69,25,31.24737412,121.3988173,70500,1,,,,,,,,,,,
梅川二街坊,新上梅川二街坊，满五年，近地铁，南北通，,高楼层 (共6层) | 1994年建 | 1室1厅 | 42.11平米 | 南,345,"81,929",1994,42.11,28,31.24737412,121.3988173,70500,1,,,,,,,,,,,
梅川二街坊,梅川二街坊双南两房带客厅，可线上vr讲解房源详细内容,高楼层 (共6层) | 1994年建 | 2室1厅 | 65.87平米 | 南 北,525,"79,703",1994,65.87,28,31.24737412,121.3988173,70500,1,,,,,,,,,,,
梅川二街坊,近中环，出门就是梅岭北路地铁站，精致两房,低楼层 (共6层) | 1994年建 | 2室1厅 | 59.91平米 | 南,470,"78,452",1994,59.91,28,31.24737412,121.3988173,70500,1,,,,,,,,,,,
梅川二街坊,梅二双南两居带装修，位置安静，出行便利，可预约看房,高楼层 (共6层) | 1994年建 | 2室1厅 | 65.87平米 | 南,527,"80,007",1994,65.87,28,31.24737412,121.3988173,70500,1,,,,,,,,,,,
梅川二街坊,诚意！新普陀梅陇 小区内接宝宝 低区陪读优选,低楼层 (共6层) | 1994年建 | 2室1厅 | 57.92平米 | 南,465,"80,284",1994,57.92,28,31.24737412,121.3988173,70500,1,,,,,,,,,,,
梅川二街坊,梅二特能打的两房格局，户型好于深井厅及长条厅,高楼层 (共6层) | 1994年建 | 2室1厅 | 57.44平米 | 南,455,"79,214",1994,57.44,28,31.24737412,121.3988173,70500,1,,,,,,,,,,,
梅川四街坊,价格导向，区域内具有价格优势的三居室户型,高楼层 (共6层) | 1994年建 | 3室1厅 | 72.59平米 | 南,550,"75,769",1994,72.59,28,31.25170361,121.3968856,70500,1,,,,,,,,,,,
梅川四街坊,新上笋盘，精装修，中间楼层，中间位置,中楼层 (共6层) | 1994年建 | 1室1厅 | 44.34平米 | 南,328,"73,974",1994,44.34,28,31.25170361,121.3968856,70500,1,,,,,,,,,,,
梅川四街坊,一楼带院子，采光好，小区中间，全明户型,低楼层 (共6层) | 1994年建 | 2室1厅 | 54平米 | 南 北,460,"85,186",1994,54,28,31.25170361,121.3968856,70500,1,,,,,,,,,,,
梅川四街坊,售后公房满五年税费少+近地铁+采光充足+交通便利,中楼层 (共6层) | 1996年建 | 3室1厅 | 72.47平米 | 南,580,"80,034",1996,72.47,26,31.25170361,121.3968856,70500,1,,,,,,,,,,,
梅川四街坊,新上笋盘，宜居两房两厅，楼层好，位置佳，全明户型,中楼层 (共6层) | 1994年建 | 2室2厅 | 64.88平米 | 南 东南 东 北,510,"78,607",1994,64.88,28,31.25170361,121.3968856,70500,1,,,,,,,,,,,
梅川四街坊,近地铁15梅岭北路，百联配套成熟，生活便利，,高楼层 (共6层) | 1993年建 | 1室1厅 | 43.51平米 | 南,315,"72,398",1993,43.51,29,31.25170361,121.3968856,70500,1,,,,,,,,,,,
梅川四街坊,小区中庭 一梯两户 15号线地铁 南北两居 户型方正,低楼层 (共6层) | 1996年建 | 2室1厅 | 55.81平米 | 南,450,"80,631",1996,55.81,26,31.25170361,121.3968856,70500,1,,,,,,,,,,,
梅川四街坊,近百联商圈，中间楼层，采光好。孩子上下学方便,中楼层 (共6层) | 1995年建 | 1室1厅 | 43.51平米 | 南,350,"80,442",1995,43.51,27,31.25170361,121.3968856,70500,1,,,,,,,,,,,
梅川四街坊,楼层好，采光足，远离马路噪声，业主诚意出售,中楼层 (共6层) | 1994年建 | 2室1厅 | 64.88平米 | 南 西 北,518,"79,840",1994,64.88,28,31.25170361,121.3968856,70500,1,,,,,,,,,,,
梅川四街坊,三楼 精装修 近地铁 满五年 无抵押无贷款,中楼层 (共6层) | 1995年建 | 3室1厅 | 72.59平米 | 南,600,"82,657",1995,72.59,27,31.25170361,121.3968856,70500,1,,,,,,,,,,,
棠浦路105号,"满五年,精装修,通风好,采光足,出行便利",高楼层 (共6层) | 1984年建 | 1室1厅 | 44.04平米 | 南,282,"64,033",1984,44.04,38,31.24523708,121.412457,70500,1,,,,,,,,,,,
樱花苑,此房满五年，采光和通风好，小区环境优美,高楼层 (共6层) | 1989年建 | 1室1厅 | 44.32平米 | 南,289,"65,208",1989,44.32,33,31.28877395,121.3614699,70500,1,,,,,,,,,,,
樱花苑,满五年 非顶楼 一梯两户 诚意售,高楼层 (共6层) | 1988年建 | 1室1厅 | 44.2平米 | 南,308,"69,684",1988,44.2,34,31.28877395,121.3614699,70500,1,,,,,,,,,,,
樱花苑,樱花苑 1室1厅 南,中楼层 (共6层) | 1988年建 | 1室1厅 | 44.43平米 | 南,310,"69,773",1988,44.43,34,31.28877395,121.3614699,70500,1,,,,,,,,,,,
武宁一村,户型经典 买进满五年 地处内环 业主诚意 卖相贼好呀,中楼层 (共5层) | 1960年建 | 1室1厅 | 39.07平米 | 南,265,"67,827",1960,39.07,62,31.2458209,121.431904,70500,1,,,,,,,,,,,
武宁一村,内环内，双南两房，全明，户型方正，单价六万七,高楼层 (共5层) | 1960年建 | 2室1厅 | 55.44平米 | 南,365,"65,837",1960,55.44,62,31.2458209,121.431904,70500,1,,,,,,,,,,,
武宁一村,户型经典 买进满五年 地处内环 业主诚意 卖相贼好呀,中楼层 (共5层) | 1960年建 | 1室1厅 | 39.07平米 | 南,265,"67,827",1960,39.07,62,31.2458209,121.431904,70500,1,,,,,,,,,,,
武宁一村,户型经典 买进满五年 地处内环 业主诚意 卖相贼好呀,中楼层 (共5层) | 1960年建 | 1室1厅 | 39.07平米 | 南,265,"67,827",1960,39.07,62,31.2458209,121.431904,70500,1,,,,,,,,,,,
武宁一村,内环内近地铁+钻石楼层+上家满五年+户型方正双朝南,中楼层 (共5层) | 1960年建 | 2室1厅 | 55.44平米 | 北 南,388,"69,986",1960,55.44,62,31.2458209,121.431904,70500,1,,,,,,,,,,,
武宁一村,内环地铁口/朝南一房/中楼层采光好/六轨交汇/满五税少,中楼层 (共5层) | 1960年建 | 1室0厅 | 39.89平米 | 南,279,"69,943",1960,39.89,62,31.2458209,121.431904,70500,1,,,,,,,,,,,
武宁一村,内环内，近地铁14号线，六轨交，中间楼层，朝南采光好,中楼层 (共6层) | 1960年建 | 1室0厅 | 39.07平米 | 南 北,243,"62,197",1960,39.07,62,31.2458209,121.431904,70500,1,,,,,,,,,,,
武宁小城,南北全明，厨卫全明，满五唯l，诚意急售，随时可看,低楼层 (共27层) | 1997年建 | 2室2厅 | 88.55平米 | 东南,688,"77,697",1997,88.55,25,31.24768385,121.4291641,70500,1,,,,,,,,,,,
